订单号,订单日期,月份,类别,子类别,单价,数量,总销售额,折扣率,利润,地区,颜色,尺码,客户ID,利润率
DD100797,2024-07-17,7,连衣裙,吊带裙,670.0,1,670.0,100,339.88,华南,酒红,XL,C10426,50.73
DD100133,2024-10-08,10,连衣裙,A字裙,320.0,1,320.0,100,163.31,华南,黑色,S,C10438,51.03
DD100081,2024-03-13,3,裤装,牛仔裤,340.0,1,323.0,95,190.22,华北,黑色,S,C10291,58.89
DD101587,2024-01-21,1,裤装,短裤,160.0,1,160.0,100,80.0,华东,白色,M,C10291,50.0
DD102249,2024-06-27,6,上衣,T恤,190.0,2,380.0,100,233.13,东北,灰色,S,C10021,61.35
DD100759,2024-07-24,7,裤装,牛仔裤,350.0,1,315.0,90,160.39,华中,藏青,S,C10491,50.92
DD100542,2024-07-18,7,外套,羽绒服,960.0,1,960.0,100,448.55,西南,白色,M,C10443,46.72
DD101020,2024-01-23,1,上衣,衬衫,150.0,1,150.0,100,96.66,华北,藏青,M,C10434,64.44
DD101916,2024-10-16,10,上衣,T恤,280.0,1,280.0,100,185.78,东北,驼色,L,C10060,66.35
DD100984,2024-06-18,6,连衣裙,A字裙,370.0,1,296.0,80,145.08,华北,灰色,M,C10380,49.01
DD102581,2024-11-09,11,上衣,T恤,340.0,1,238.0,70,147.62,华中,灰色,L,C10593,62.03
DD100166,2024-04-20,4,上衣,针织衫,270.0,1,135.0,50,71.47,华东,灰色,L,C10046,52.94
DD100249,2024-05-21,5,连衣裙,吊带裙,390.0,1,351.0,90,217.35,东北,黑色,M,C10479,61.92
DD101332,2024-10-27,10,连衣裙,针织裙,680.0,1,408.0,60,216.76,东北,墨绿,L,C10016,53.13
DD100447,2024-04-29,4,外套,大衣,820.0,1,574.0,70,243.58,华东,黑色,XS,C10057,42.44
DD101927,2024-04-22,4,外套,羽绒服,1270.0,2,2540.0,100,1037.94,华南,墨绿,M,C10590,40.86
DD100859,2024-06-25,6,外套,大衣,1190.0,1,1190.0,100,594.08,华中,墨绿,M,C10546,49.92
DD101359,2024-01-26,1,配饰,帽子,60.0,1,60.0,100,44.03,华北,藏青,XXL,C10171,73.38
DD102020,2024-07-27,7,裤装,休闲裤,370.0,4,1480.0,100,669.09,华南,驼色,S,C10458,45.21
DD101874,2024-07-09,7,裤装,牛仔裤,580.0,1,580.0,100,283.15,华东,灰色,M,C10066,48.82
DD100098,2024-09-11,9,连衣裙,针织裙,550.0,1,522.5,95,275.56,华北,酒红,XL,C10030,52.74
DD101946,2024-02-06,2,连衣裙,A字裙,690.0,2,1380.0,100,710.5,西南,白色,XL,C10261,51.49
DD100806,2024-03-25,3,外套,风衣,1030.0,3,3090.0,100,1525.44,华东,米色,L,C10589,49.37
DD100738,2024-09-12,9,上衣,T恤,380.0,2,722.0,95,416.63,华南,藏青,M,C10199,57.7
DD102524,2024-06-05,6,连衣裙,A字裙,510.0,2,918.0,90,498.06,华中,墨绿,XL,C10303,54.25
DD102047,2024-06-25,6,裤装,短裤,370.0,1,296.0,80,147.06,华南,驼色,L,C10303,49.68
DD102116,2024-05-14,5,裤装,短裤,560.0,1,560.0,100,266.15,西南,酒红,S,C10119,47.53
DD100103,2024-12-19,12,连衣裙,吊带裙,420.0,1,378.0,90,201.55,华南,驼色,L,C10021,53.32
DD100435,2024-03-09,3,外套,风衣,1070.0,1,909.5,85,380.8,华中,黑色,S,C10177,41.87
DD100075,2024-02-15,2,上衣,卫衣,140.0,1,140.0,100,90.97,东北,墨绿,XL,C10490,64.98
DD100578,2024-07-24,7,配饰,围巾,250.0,2,450.0,90,290.6,东北,白色,L,C10000,64.58
DD102005,2024-05-16,5,上衣,衬衫,160.0,1,144.0,90,83.75,西南,驼色,L,C10351,58.16
DD102204,2024-08-03,8,配饰,围巾,240.0,1,204.0,85,128.51,东北,驼色,S,C10139,63.0
DD101231,2024-04-26,4,配饰,包包,140.0,1,112.0,80,72.67,东北,驼色,XXL,C10479,64.88
DD100919,2024-10-23,10,裤装,短裤,360.0,1,324.0,90,168.25,华南,米色,M,C10077,51.93
DD101327,2024-04-28,4,裤装,休闲裤,470.0,1,446.5,95,248.97,华东,白色,XS,C10565,55.76
DD102413,2024-09-22,9,连衣裙,衬衫裙,360.0,2,720.0,100,387.62,西南,黑色,S,C10172,53.84
DD102382,2024-10-23,10,连衣裙,针织裙,340.0,1,340.0,100,205.67,华北,酒红,L,C10047,60.49
DD102340,2024-07-22,7,连衣裙,衬衫裙,280.0,1,280.0,100,158.46,华北,藏青,M,C10518,56.59
DD101849,2024-08-20,8,配饰,包包,140.0,1,140.0,100,87.97,华中,米色,XL,C10478,62.84
DD100763,2024-04-28,4,裤装,牛仔裤,200.0,2,400.0,100,202.46,华北,藏青,M,C10595,50.62
DD102317,2024-10-03,10,上衣,T恤,130.0,2,260.0,100,146.44,华中,酒红,L,C10315,56.32
DD100990,2024-03-21,3,连衣裙,衬衫裙,650.0,1,650.0,100,365.55,东北,白色,M,C10465,56.24
DD100389,2024-05-05,5,上衣,T恤,130.0,1,123.5,95,79.42,东北,墨绿,XL,C10591,64.31
DD100236,2024-06-04,6,上衣,T恤,360.0,1,288.0,80,166.53,华北,酒红,L,C10491,57.82
DD102261,2024-05-16,5,上衣,衬衫,250.0,1,212.5,85,115.61,华中,驼色,M,C10408,54.4
DD100268,2024-11-19,11,上衣,针织衫,240.0,1,228.0,95,142.76,华中,米色,M,C10206,62.61
DD101330,2024-01-05,1,裤装,西装裤,240.0,1,240.0,100,124.86,华中,灰色,XS,C10094,52.02
DD101915,2024-05-13,5,裤装,牛仔裤,380.0,1,380.0,100,208.95,华南,白色,L,C10128,54.99
DD102463,2024-09-06,9,上衣,T恤,320.0,1,304.0,95,198.0,东北,米色,M,C10190,65.13
DD100118,2024-05-08,5,外套,羽绒服,540.0,1,432.0,80,199.85,华中,白色,L,C10360,46.26
DD100438,2024-02-12,2,上衣,T恤,370.0,1,314.5,85,196.42,华中,驼色,XXL,C10367,62.45
DD100674,2024-12-12,12,裤装,短裤,490.0,1,490.0,100,218.25,西南,酒红,XS,C10509,44.54
DD100250,2024-05-18,5,连衣裙,A字裙,560.0,1,560.0,100,306.84,西南,黑色,XXL,C10087,54.79
DD102220,2024-06-27,6,连衣裙,吊带裙,400.0,1,360.0,90,211.86,华东,米色,M,C10056,58.85
DD101575,2024-10-09,10,上衣,卫衣,380.0,1,304.0,80,189.96,华南,酒红,XL,C10308,62.49
DD102597,2024-01-15,1,连衣裙,吊带裙,240.0,1,240.0,100,130.99,华南,驼色,L,C10508,54.58
DD100095,2024-10-11,10,裤装,休闲裤,330.0,1,313.5,95,178.28,华南,黑色,M,C10536,56.87
DD102053,2024-07-07,7,配饰,包包,230.0,1,184.0,80,126.6,西南,白色,M,C10240,68.8
DD100034,2024-02-17,2,裤装,西装裤,380.0,2,760.0,100,358.65,西南,酒红,XXL,C10075,47.19
DD102271,2024-01-27,1,连衣裙,衬衫裙,400.0,1,380.0,95,184.89,华北,酒红,XL,C10293,48.66
DD102226,2024-05-20,5,上衣,针织衫,120.0,1,120.0,100,73.11,华东,黑色,S,C10206,60.92
DD102380,2024-01-27,1,上衣,衬衫,270.0,1,135.0,50,79.88,华东,酒红,L,C10554,59.17
DD100449,2024-10-03,10,连衣裙,衬衫裙,370.0,1,296.0,80,144.94,西南,灰色,M,C10155,48.97
DD101470,2024-10-18,10,上衣,衬衫,290.0,1,290.0,100,158.03,华北,米色,XXL,C10348,54.49
DD101796,2024-05-27,5,外套,大衣,510.0,3,1453.5,95,642.82,西南,白色,XL,C10168,44.23
DD100717,2024-01-10,1,上衣,卫衣,310.0,1,279.0,90,155.22,东北,酒红,M,C10520,55.63
DD102117,2024-03-26,3,裤装,休闲裤,420.0,3,1197.0,95,702.24,华东,白色,M,C10031,58.67
DD102429,2024-10-17,10,上衣,T恤,320.0,1,320.0,100,210.08,华北,酒红,M,C10479,65.65
DD100001,2024-03-08,3,上衣,T恤,270.0,1,270.0,100,162.08,华北,灰色,S,C10343,60.03
DD101902,2024-11-24,11,上衣,针织衫,200.0,1,180.0,90,118.05,华东,墨绿,L,C10095,65.58
DD100457,2024-07-15,7,配饰,包包,270.0,3,810.0,100,560.91,东北,驼色,M,C10403,69.25
DD101102,2024-04-14,4,配饰,腰带,80.0,2,160.0,100,105.58,华中,驼色,L,C10578,65.99
DD101109,2024-06-08,6,连衣裙,A字裙,630.0,1,504.0,80,256.28,东北,白色,M,C10224,50.85
DD102043,2024-03-27,3,上衣,T恤,220.0,1,209.0,95,110.96,东北,灰色,S,C10450,53.09
DD100083,2024-04-05,4,连衣裙,衬衫裙,620.0,3,1860.0,100,994.62,华东,黑色,M,C10216,53.47
DD101482,2024-10-18,10,上衣,衬衫,350.0,2,700.0,100,402.73,西南,藏青,S,C10301,57.53
DD102101,2024-11-28,11,裤装,牛仔裤,360.0,1,288.0,80,149.16,华北,酒红,L,C10519,51.79
DD100677,2024-08-23,8,外套,羽绒服,610.0,1,610.0,100,298.35,华东,白色,S,C10465,48.91
DD101589,2024-09-19,9,外套,羽绒服,500.0,1,450.0,90,179.43,华北,灰色,S,C10538,39.87
DD102218,2024-03-05,3,连衣裙,A字裙,650.0,1,650.0,100,322.71,华南,酒红,L,C10281,49.65
DD101047,2024-06-20,6,连衣裙,A字裙,540.0,2,972.0,90,478.14,华中,藏青,L,C10592,49.19
DD101461,2024-09-23,9,上衣,衬衫,160.0,1,160.0,100,93.16,西南,藏青,L,C10177,58.22
DD100771,2024-10-05,10,配饰,围巾,230.0,2,437.0,95,291.03,华东,米色,M,C10061,66.6
DD101894,2024-05-23,5,连衣裙,吊带裙,500.0,1,475.0,95,237.36,华东,灰色,M,C10222,49.97
DD101669,2024-09-06,9,连衣裙,针织裙,430.0,1,387.0,90,212.4,西南,灰色,M,C10501,54.88
DD101887,2024-11-25,11,裤装,短裤,290.0,4,1044.0,90,553.43,华北,灰色,XL,C10057,53.01
DD102026,2024-05-16,5,连衣裙,A字裙,420.0,1,378.0,90,191.28,华南,灰色,M,C10591,50.6
DD100476,2024-10-18,10,裤装,短裤,390.0,1,351.0,90,168.58,西南,藏青,S,C10548,48.03
DD100518,2024-09-04,9,连衣裙,A字裙,540.0,1,540.0,100,323.73,华东,墨绿,L,C10598,59.95
DD100823,2024-06-13,6,连衣裙,针织裙,620.0,1,527.0,85,291.16,华北,酒红,L,C10386,55.25
DD100405,2024-12-17,12,上衣,T恤,180.0,1,180.0,100,112.53,东北,米色,L,C10568,62.52
DD100385,2024-10-16,10,上衣,卫衣,340.0,1,306.0,90,195.51,华北,墨绿,M,C10520,63.89
DD102109,2024-03-03,3,外套,羽绒服,820.0,1,738.0,90,335.94,华南,驼色,L,C10544,45.52
DD102165,2024-10-23,10,裤装,短裤,290.0,4,986.0,85,453.57,东北,藏青,XXL,C10460,46.0
DD100105,2024-01-26,1,裤装,西装裤,540.0,1,378.0,70,207.83,华中,墨绿,XL,C10561,54.98
DD101634,2024-03-08,3,连衣裙,衬衫裙,420.0,1,252.0,60,128.71,华中,白色,XL,C10105,51.08
DD101953,2024-04-28,4,连衣裙,针织裙,440.0,1,308.0,70,154.2,东北,藏青,M,C10264,50.06
DD102482,2024-05-22,5,连衣裙,A字裙,480.0,1,456.0,95,225.46,东北,墨绿,L,C10015,49.44
DD100689,2024-12-06,12,上衣,衬衫,110.0,1,77.0,70,45.53,华南,酒红,L,C10306,59.13
DD100795,2024-05-05,5,上衣,卫衣,350.0,1,350.0,100,232.92,华东,酒红,S,C10229,66.55
DD100827,2024-07-07,7,上衣,衬衫,220.0,1,176.0,80,114.7,华东,藏青,S,C10104,65.17
DD101878,2024-06-18,6,上衣,衬衫,110.0,1,104.5,95,65.24,华东,黑色,S,C10537,62.43
DD101241,2024-11-25,11,连衣裙,吊带裙,220.0,1,198.0,90,99.15,东北,驼色,XL,C10132,50.08
DD100063,2024-05-25,5,外套,羽绒服,800.0,1,640.0,80,296.82,华北,驼色,S,C10578,46.38
DD101306,2024-05-25,5,配饰,腰带,170.0,1,170.0,100,106.56,华东,驼色,L,C10515,62.68
DD100853,2024-03-08,3,上衣,衬衫,230.0,1,138.0,60,79.6,东北,灰色,L,C10080,57.68
DD102390,2024-05-02,5,外套,大衣,510.0,1,510.0,100,232.65,华东,白色,M,C10078,45.62
DD100177,2024-09-19,9,上衣,衬衫,260.0,1,260.0,100,161.61,华北,灰色,M,C10378,62.16
DD101263,2024-12-18,12,上衣,针织衫,310.0,2,496.0,80,289.97,华中,藏青,L,C10248,58.46
DD100224,2024-10-05,10,连衣裙,A字裙,340.0,1,306.0,90,152.76,西南,米色,L,C10292,49.92
DD100146,2024-01-12,1,连衣裙,A字裙,230.0,1,138.0,60,82.06,华东,藏青,M,C10262,59.46
DD101089,2024-09-19,9,上衣,针织衫,290.0,1,290.0,100,154.15,华南,藏青,M,C10379,53.16
DD100374,2024-02-13,2,裤装,短裤,230.0,1,218.5,95,121.35,华中,白色,M,C10587,55.54
DD101825,2024-04-16,4,外套,大衣,580.0,1,580.0,100,236.53,华南,藏青,XXL,C10303,40.78
DD102369,2024-03-04,3,上衣,针织衫,220.0,1,154.0,70,88.96,华南,米色,XXL,C10139,57.77
DD101143,2024-12-23,12,上衣,卫衣,150.0,2,300.0,100,183.76,华南,黑色,M,C10370,61.25
DD102490,2024-10-11,10,配饰,围巾,220.0,2,308.0,70,204.33,华东,黑色,L,C10089,66.34
DD102255,2024-08-23,8,连衣裙,衬衫裙,560.0,1,504.0,90,274.82,华南,墨绿,XL,C10111,54.53
DD101275,2024-05-26,5,配饰,围巾,260.0,1,208.0,80,146.82,西南,灰色,M,C10366,70.59
DD101266,2024-04-06,4,裤装,短裤,490.0,1,490.0,100,225.41,华东,驼色,M,C10415,46.0
DD102327,2024-02-15,2,上衣,卫衣,190.0,1,171.0,90,99.45,华北,黑色,S,C10475,58.16
DD102082,2024-12-21,12,裤装,休闲裤,530.0,1,503.5,95,231.26,西南,墨绿,XL,C10232,45.93
DD100010,2024-08-07,8,裤装,休闲裤,550.0,1,550.0,100,289.56,华东,黑色,L,C10258,52.65
DD100450,2024-07-06,7,连衣裙,A字裙,340.0,1,170.0,50,102.93,华东,墨绿,S,C10236,60.55
DD101945,2024-10-20,10,连衣裙,衬衫裙,350.0,1,350.0,100,175.29,华中,酒红,XL,C10243,50.08
DD101839,2024-09-11,9,上衣,卫衣,310.0,1,279.0,90,156.72,华东,酒红,XL,C10003,56.17
DD100709,2024-06-27,6,连衣裙,A字裙,470.0,1,470.0,100,272.1,华北,白色,M,C10471,57.89
DD100256,2024-07-23,7,连衣裙,A字裙,290.0,1,232.0,80,127.06,华中,灰色,M,C10032,54.77
DD100883,2024-10-22,10,连衣裙,吊带裙,620.0,1,527.0,85,320.23,华东,灰色,M,C10161,60.76
DD101618,2024-09-07,9,上衣,T恤,110.0,1,93.5,85,52.05,华中,黑色,XXL,C10466,55.67
DD100390,2024-07-13,7,外套,大衣,1170.0,1,1170.0,100,477.99,东北,酒红,M,C10438,40.85
DD101277,2024-05-04,5,上衣,针织衫,340.0,1,323.0,95,206.44,华东,灰色,M,C10597,63.91
DD102493,2024-05-14,5,上衣,T恤,90.0,1,81.0,90,44.14,华中,黑色,S,C10222,54.49
DD101582,2024-09-21,9,连衣裙,A字裙,340.0,1,272.0,80,170.34,华中,灰色,M,C10544,62.62
DD100909,2024-05-27,5,连衣裙,A字裙,310.0,1,294.5,95,155.59,华东,酒红,XS,C10041,52.83
DD100925,2024-10-22,10,外套,夹克,600.0,1,600.0,100,241.39,东北,藏青,XL,C10547,40.23
DD100752,2024-05-25,5,上衣,卫衣,110.0,1,110.0,100,69.75,华北,驼色,XL,C10230,63.41
DD100732,2024-08-14,8,裤装,短裤,580.0,1,580.0,100,306.43,西南,驼色,M,C10108,52.83
DD100461,2024-03-07,3,连衣裙,吊带裙,330.0,1,297.0,90,182.29,华中,墨绿,XL,C10151,61.38
DD101748,2024-02-09,2,连衣裙,吊带裙,360.0,1,342.0,95,188.58,华东,藏青,XL,C10034,55.14
DD102037,2024-03-27,3,上衣,卫衣,260.0,1,234.0,90,149.71,西南,灰色,L,C10460,63.98
DD102081,2024-08-23,8,上衣,衬衫,280.0,1,280.0,100,150.35,西南,白色,M,C10139,53.7
DD101225,2024-06-18,6,裤装,西装裤,300.0,1,300.0,100,162.79,华东,灰色,XXL,C10135,54.26
DD101169,2024-06-18,6,连衣裙,针织裙,280.0,1,280.0,100,147.12,华北,黑色,XXL,C10164,52.54
DD100959,2024-05-19,5,外套,羽绒服,610.0,1,518.5,85,241.41,西南,灰色,L,C10074,46.56
DD100502,2024-05-12,5,裤装,西装裤,380.0,1,380.0,100,211.02,华北,驼色,XL,C10028,55.53
DD101947,2024-02-19,2,连衣裙,吊带裙,400.0,1,400.0,100,222.78,华北,酒红,XL,C10415,55.7
DD101728,2024-05-26,5,裤装,西装裤,430.0,1,408.5,95,224.31,东北,灰色,XL,C10244,54.91
DD100740,2024-01-27,1,连衣裙,衬衫裙,440.0,2,792.0,90,417.27,华东,灰色,XL,C10053,52.69
DD100041,2024-12-23,12,裤装,西装裤,330.0,1,264.0,80,125.04,东北,藏青,S,C10372,47.36
DD100869,2024-11-22,11,裤装,牛仔裤,580.0,2,1160.0,100,613.37,华北,白色,XL,C10441,52.88
DD100540,2024-12-12,12,裤装,牛仔裤,420.0,1,420.0,100,232.74,东北,墨绿,L,C10108,55.41
DD102178,2024-07-15,7,上衣,T恤,150.0,1,135.0,90,80.37,华中,米色,M,C10279,59.53
DD101372,2024-05-24,5,外套,风衣,1280.0,2,2176.0,85,1030.34,东北,酒红,XXL,C10210,47.35
DD101146,2024-09-25,9,外套,大衣,580.0,1,522.0,90,234.9,华南,藏青,M,C10407,45.0
DD101032,2024-11-19,11,连衣裙,A字裙,510.0,1,255.0,50,123.2,华中,灰色,M,C10512,48.31
DD100373,2024-01-26,1,连衣裙,A字裙,580.0,1,522.0,90,289.18,华东,白色,XS,C10517,55.4
DD100668,2024-10-18,10,上衣,T恤,210.0,1,210.0,100,133.42,华北,藏青,L,C10546,63.53
DD100358,2024-09-16,9,配饰,帽子,290.0,2,580.0,100,351.19,华东,驼色,M,C10522,60.55
DD100968,2024-11-21,11,外套,夹克,1080.0,1,1026.0,95,500.25,东北,墨绿,XL,C10364,48.76
DD101354,2024-01-03,1,配饰,包包,180.0,1,180.0,100,128.81,华南,藏青,XL,C10594,71.56
DD101036,2024-08-23,8,上衣,卫衣,270.0,3,810.0,100,423.05,华南,米色,S,C10092,52.23
DD100471,2024-11-02,11,外套,羽绒服,1000.0,1,850.0,85,317.95,华北,藏青,XL,C10337,37.41
DD101397,2024-06-20,6,上衣,衬衫,240.0,2,456.0,95,264.37,东北,黑色,S,C10566,57.98
DD102274,2024-09-19,9,裤装,西装裤,480.0,1,480.0,100,236.72,华南,白色,XL,C10409,49.32
DD101550,2024-06-26,6,连衣裙,吊带裙,440.0,1,440.0,100,221.88,西南,藏青,XL,C10224,50.43
DD101257,2024-09-03,9,连衣裙,针织裙,610.0,1,610.0,100,315.3,华东,黑色,M,C10515,51.69
DD101556,2024-11-16,11,连衣裙,衬衫裙,570.0,1,570.0,100,319.09,华北,白色,L,C10178,55.98
DD102247,2024-04-16,4,上衣,卫衣,320.0,2,640.0,100,377.01,华中,黑色,XL,C10580,58.91
DD101251,2024-07-12,7,上衣,卫衣,350.0,1,210.0,60,130.68,华北,驼色,M,C10103,62.23
DD101700,2024-10-08,10,上衣,T恤,240.0,1,240.0,100,149.1,西南,藏青,L,C10595,62.12
DD101253,2024-08-24,8,上衣,卫衣,340.0,1,323.0,95,178.24,华中,藏青,M,C10586,55.18
DD102416,2024-06-20,6,上衣,针织衫,310.0,1,310.0,100,183.99,东北,黑色,L,C10182,59.35
DD100080,2024-02-05,2,上衣,衬衫,240.0,1,240.0,100,154.53,东北,米色,L,C10267,64.39
DD101173,2024-01-15,1,连衣裙,吊带裙,330.0,1,297.0,90,145.76,华北,驼色,M,C10558,49.08
DD100815,2024-10-06,10,上衣,针织衫,280.0,2,504.0,90,314.93,华南,藏青,L,C10193,62.49
DD101853,2024-08-27,8,连衣裙,衬衫裙,420.0,1,378.0,90,193.68,华北,酒红,S,C10470,51.24
DD102475,2024-06-18,6,连衣裙,吊带裙,410.0,1,410.0,100,213.48,华南,墨绿,M,C10520,52.07
DD100134,2024-04-13,4,裤装,西装裤,370.0,1,370.0,100,204.42,华北,白色,M,C10076,55.25
DD101141,2024-10-27,10,裤装,休闲裤,230.0,1,218.5,95,121.42,华东,白色,XXL,C10323,55.57
DD100934,2024-12-12,12,配饰,包包,70.0,2,133.0,95,92.41,东北,驼色,S,C10529,69.48
DD100929,2024-10-05,10,上衣,衬衫,270.0,1,256.5,95,139.81,东北,驼色,M,C10259,54.51
DD100824,2024-06-14,6,裤装,短裤,460.0,1,414.0,90,201.94,华中,黑色,XXL,C10164,48.78
DD101532,2024-12-27,12,上衣,T恤,90.0,1,85.5,95,55.65,西南,白色,L,C10145,65.09
DD101215,2024-04-16,4,裤装,短裤,520.0,2,884.0,85,446.56,东北,墨绿,XS,C10543,50.52
DD100505,2024-01-13,1,上衣,卫衣,370.0,1,296.0,80,159.53,东北,灰色,XXL,C10068,53.9
DD102569,2024-08-28,8,上衣,针织衫,250.0,1,250.0,100,145.37,华东,灰色,XXL,C10005,58.15
DD101997,2024-04-25,4,配饰,包包,270.0,1,256.5,95,156.59,华中,藏青,L,C10012,61.05
DD101959,2024-01-04,1,上衣,T恤,240.0,1,240.0,100,130.07,西南,米色,M,C10477,54.2
DD101385,2024-09-26,9,连衣裙,针织裙,410.0,1,410.0,100,244.13,华中,白色,XXL,C10209,59.54
DD100895,2024-06-02,6,裤装,休闲裤,280.0,1,252.0,90,120.98,华东,藏青,XXL,C10051,48.01
DD100829,2024-04-10,4,上衣,卫衣,390.0,1,390.0,100,235.97,华南,酒红,XXL,C10554,60.51
DD102533,2024-05-09,5,上衣,针织衫,260.0,1,234.0,90,148.26,华北,米色,M,C10368,63.36
DD101684,2024-03-16,3,配饰,包包,220.0,1,220.0,100,141.92,华中,灰色,XXL,C10411,64.51
DD102232,2024-06-06,6,配饰,包包,240.0,1,240.0,100,148.08,华东,墨绿,XL,C10326,61.7
DD102217,2024-10-27,10,裤装,西装裤,580.0,1,493.0,85,237.45,华北,黑色,L,C10547,48.16
DD102180,2024-01-23,1,连衣裙,吊带裙,290.0,1,290.0,100,143.54,东北,米色,M,C10561,49.5
DD100653,2024-07-10,7,裤装,西装裤,170.0,1,153.0,90,77.25,华中,酒红,M,C10315,50.49
DD100173,2024-09-05,9,连衣裙,衬衫裙,430.0,3,1225.5,95,712.19,华南,酒红,M,C10489,58.11
DD100039,2024-02-11,2,上衣,卫衣,320.0,1,224.0,70,137.24,华东,灰色,M,C10057,61.27
DD102483,2024-01-11,1,连衣裙,A字裙,330.0,1,313.5,95,177.67,西南,墨绿,L,C10288,56.67
DD100714,2024-03-06,3,配饰,帽子,210.0,1,210.0,100,147.73,华东,白色,S,C10141,70.35
DD100091,2024-04-05,4,上衣,卫衣,160.0,1,160.0,100,84.6,华东,黑色,L,C10139,52.87
DD101206,2024-03-24,3,外套,羽绒服,490.0,1,441.0,90,189.29,华北,驼色,L,C10599,42.92
DD102243,2024-07-14,7,连衣裙,吊带裙,240.0,1,204.0,85,108.0,东北,灰色,XXL,C10263,52.94
DD101828,2024-10-12,10,裤装,短裤,200.0,2,380.0,95,192.35,东北,墨绿,L,C10485,50.62
DD101156,2024-12-16,12,上衣,卫衣,360.0,1,360.0,100,188.48,华南,米色,M,C10381,52.36
DD101325,2024-08-27,8,上衣,衬衫,150.0,2,240.0,80,133.23,华东,灰色,XXL,C10372,55.51
DD100217,2024-02-13,2,上衣,卫衣,310.0,1,310.0,100,166.34,华东,驼色,XL,C10379,53.66
DD100511,2024-09-04,9,配饰,腰带,210.0,1,189.0,90,119.56,西南,白色,XS,C10310,63.26
DD101681,2024-05-06,5,连衣裙,A字裙,500.0,1,500.0,100,269.84,东北,酒红,XXL,C10562,53.97
DD100500,2024-06-10,6,连衣裙,A字裙,350.0,1,332.5,95,163.29,华南,白色,S,C10130,49.11
DD102150,2024-06-26,6,裤装,休闲裤,410.0,3,1230.0,100,600.31,西南,驼色,L,C10341,48.81
DD101857,2024-06-27,6,连衣裙,衬衫裙,280.0,1,224.0,80,121.07,华中,黑色,M,C10028,54.05
DD101389,2024-09-11,9,配饰,腰带,210.0,1,210.0,100,134.7,华东,灰色,M,C10256,64.14
DD101520,2024-10-04,10,裤装,牛仔裤,470.0,1,376.0,80,216.38,华南,酒红,M,C10112,57.55
DD102362,2024-09-08,9,裤装,牛仔裤,240.0,1,240.0,100,136.13,华北,墨绿,XL,C10394,56.72
DD102077,2024-09-25,9,配饰,包包,220.0,1,220.0,100,142.25,东北,灰色,L,C10023,64.66
DD101541,2024-06-06,6,外套,风衣,650.0,1,552.5,85,263.52,华东,酒红,M,C10049,47.7
DD101218,2024-07-14,7,裤装,西装裤,520.0,1,494.0,95,283.57,华南,灰色,L,C10342,57.4
DD101417,2024-07-17,7,连衣裙,A字裙,250.0,1,250.0,100,126.65,华北,米色,M,C10590,50.66
DD102185,2024-03-07,3,裤装,短裤,550.0,1,440.0,80,241.17,华南,白色,M,C10418,54.81
DD101677,2024-10-25,10,裤装,短裤,380.0,1,190.0,50,90.17,华南,墨绿,M,C10574,47.46
DD101198,2024-05-06,5,配饰,腰带,130.0,1,130.0,100,85.96,华中,藏青,L,C10570,66.12
DD101543,2024-03-27,3,连衣裙,A字裙,570.0,1,513.0,90,305.01,东北,藏青,L,C10150,59.46
DD100954,2024-02-25,2,裤装,西装裤,290.0,1,275.5,95,129.76,东北,白色,M,C10275,47.1
DD100751,2024-02-09,2,连衣裙,衬衫裙,480.0,1,432.0,90,218.58,东北,黑色,XXL,C10096,50.6
DD100235,2024-05-08,5,上衣,衬衫,320.0,1,224.0,70,117.89,东北,灰色,XL,C10589,52.63
DD100733,2024-05-27,5,上衣,针织衫,240.0,1,228.0,95,130.59,华南,灰色,S,C10025,57.28
DD102593,2024-05-28,5,连衣裙,针织裙,240.0,1,228.0,95,112.27,华东,墨绿,XL,C10549,49.24
DD101157,2024-05-17,5,上衣,针织衫,310.0,1,294.5,95,178.17,东北,黑色,M,C10157,60.5
DD102231,2024-08-24,8,配饰,包包,190.0,1,180.5,95,112.22,东北,酒红,XS,C10491,62.17
DD101210,2024-05-09,5,连衣裙,吊带裙,630.0,1,535.5,85,305.26,华南,米色,L,C10382,57.0
DD101066,2024-07-01,7,配饰,围巾,80.0,1,72.0,90,43.92,华北,藏青,M,C10245,61.0
DD101063,2024-11-21,11,连衣裙,针织裙,310.0,1,310.0,100,155.65,华北,酒红,XL,C10169,50.21
DD101168,2024-01-03,1,连衣裙,衬衫裙,540.0,4,2160.0,100,1123.02,华东,墨绿,M,C10120,51.99
DD101493,2024-09-06,9,上衣,卫衣,230.0,1,218.5,95,133.28,华南,白色,M,C10530,61.0
DD102146,2024-08-08,8,连衣裙,衬衫裙,310.0,1,279.0,90,137.87,华东,藏青,L,C10332,49.42
DD100885,2024-01-23,1,裤装,牛仔裤,420.0,1,336.0,80,184.39,东北,酒红,S,C10190,54.88
DD100144,2024-03-05,3,外套,大衣,700.0,1,700.0,100,364.25,华东,驼色,XXL,C10011,52.04
DD102552,2024-03-22,3,连衣裙,吊带裙,240.0,1,240.0,100,142.26,西南,酒红,S,C10509,59.28
DD100851,2024-06-07,6,外套,羽绒服,710.0,1,674.5,95,302.55,华南,米色,M,C10182,44.86
DD100718,2024-09-12,9,上衣,卫衣,120.0,1,120.0,100,74.66,华东,墨绿,XXL,C10381,62.22
